Album Name;Release Date;Track Number;Track Name;Track Instrumental;Track Lyrics
Viva la Vida or Death and All His Friends;2008-06-12;8;Viva la Vida;No;"I used to rule the world
Seas would rise when I gave the word
Now in the morning, I sleep alone
Sweep the streets I used to own


I used to roll the dice
Feel the fear in my enemies' eyes
Listen as the crowd would sing
""Now the old king is dead, long live the king""
One minute, I held the key
Next, the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand
I hear Jerusalem bells a-ringin'
Roman cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
Once you'd gone, there was never
Never an honest word
And that was when I ruled the world


It was the wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become
And revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string (Mmm, mmm)
Aw, who would ever wanna be king?

I hear Jerusalem bells a-ringin'
Roman cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world"
Viva la Vida or Death and All His Friends;2008-06-12;9;Violet Hill;No;"It was a long and dark December, from the rooftops I remember
There was snow, white snow
Clearly I remember from the windows they were watching
While we froze down below
When the future's architectured by a carnival of idiots on show
You'd better lie low

If you love me
Won't you let me know?
Was a long and dark December when the banks became cathedrals
And a fox became God
Priests clutched onto Bibles hollowed out to fit their rifles
And a cross was held aloft
Bury me in armor when I'm dead and hit the ground
My nerves are poles that unfroze

If you love me
Won't you let me know?


I don't want to be a soldier
Who the captain of some sinking ship would stow
Far below

So if you love me
Why'd you let me go?

I took my love down to Violet Hill
There we sat in snow
All that time she was silent still
So if you love me, won't you let me know?
If you love me, won't you let me know?"
Viva la Vida or Death and All His Friends;2008-06-12;10;Strawberry Swing;No;"They were sitting
They were sitting on the strawberry swing
Every moment was so precious
They were sitting
They were talking on the strawberry swing
Everybody was for fighting
Wouldn't wanna waste a thing

Cold, cold water, bring me 'round
Now my feet won't touch the ground
Cold, cold water, what you say?
When it's such, it's such a perfect day
It's such a perfect day
I remember
We were walking up to strawberry swing
I can't wait 'til the morning
Wouldn't wanna change a thing

People moving all the time inside a perfectly straight line
Don't you wanna just curve away?
When it's such, it's such a perfect day
It's such a perfect day

Now the sky could be blue, I don't mind
Without you, it's a waste of time
Could be blue, I don't mind
Without you, it's a waste of time
Well, the sky could be blue, could be grey
Without you, I'm just miles away
Well, the sky could be blue, I don't mind
Without you, it's a waste of time"
Viva la Vida or Death and All His Friends;2008-06-12;11;Death and All His Friends;No;"All winter, we got carried
Away over on the rooftops, let's get married
All summer, we just hurried
So come over, just be patient and don't worry
So come over, just be patient and don't worry
So come over, just be patient and don't worry
And don't worry

No, I don't want a battle from beginning to end
I don't want a cycle of recycled revenge
I don't wanna follow Death and all of his friends
No, I don't want a battle from beginning to end
I don't want a cycle of recycled revenge
I don't wanna follow Death and all of his friends"
Viva la Vida or Death and All His Friends;2008-06-12;12;The Escapist;No;"And in the end, we lie awake
And we dream of making our escape
And in the end, we lie awake
And we dream of making our escape
Oooh..."
Viva la Vida - Single;2008-05-25;1;Viva la Vida;No;"I used to rule the world
Seas would rise when I gave the word
Now in the morning, I sleep alone
Sweep the streets I used to own


I used to roll the dice
Feel the fear in my enemies' eyes
Listen as the crowd would sing
""Now the old king is dead, long live the king""
One minute, I held the key
Next, the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand
I hear Jerusalem bells a-ringin'
Roman cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
Once you'd gone, there was never
Never an honest word
And that was when I ruled the world


It was the wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become
And revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string (Mmm, mmm)
Aw, who would ever wanna be king?

I hear Jerusalem bells a-ringin'
Roman cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world"
Viva la Vida - Single;2008-05-25;2;Death Will Never Conquer;No;"If sweet death should ever conquer me
Let me know boys, let me know
If you hear him coming, won't you let me flee?
Let me go boys, let me go

One day death is going to conquer me
I’ll be down where the waters flow
I hope sweet heaven has a place for me
Let me know boys, let me know
If sweet death should ever conquer me
Take me down to some place below
If you hear him coming, won't you set me free?
Let me go boys, let me go

If you hear him coming, won't you sing for me?
That I just don’t want to go"
Violet Hill - Single;2008-05-09;1;Violet Hill;No;"It was a long and dark December, from the rooftops I remember
There was snow, white snow
Clearly I remember from the windows they were watching
While we froze down below
When the future's architectured by a carnival of idiots on show
You'd better lie low

If you love me
Won't you let me know?
Was a long and dark December when the banks became cathedrals
And a fox became God
Priests clutched onto Bibles hollowed out to fit their rifles
And a cross was held aloft
Bury me in armor when I'm dead and hit the ground
My nerves are poles that unfroze

If you love me
Won't you let me know?


I don't want to be a soldier
Who the captain of some sinking ship would stow
Far below

So if you love me
Why'd you let me go?

I took my love down to Violet Hill
There we sat in snow
All that time she was silent still
So if you love me, won't you let me know?
If you love me, won't you let me know?"
Violet Hill - Single;2008-05-09;2;A Spell a Rebel Yell;No;"As far as I can see
All time and circuitry is wrong
As far as poetry
Sit down and sing to me a song

'Cause all I want in this world
All I want in this world
Is for you to come home
A spell a rebel yell
A spell

Soldier come home to me
You've been away from me so long

And all I want in this world
All I want and deserve
Is for you to come home

A spell a rebel yell
A spell a rebel yell
A spell a rebel yell
A spell a rebel yell
Oh, oh oh oh"
Violet Hill - Single;2008-05-09;3;Lost? (Acoustic Version);No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserve
No better or no worse

I just got lost
Every river that I've tried to cross
Every door I ever tried was locked
Oh, and I'm just waiting 'til the shine wears off
You might be a big fish
In a little pond
Doesn't mean you've won, 'cause along may come
A bigger one

And you'll be lost
Every river that you try to cross
Every gun you ever held went off
Oh, and I'm just waiting 'til the firing stopped
Oh, and I'm just waiting 'til the shine wears off


Oh, and I'm just waiting 'til the shine wears off
Oh, and I'm just waiting 'til the shine wears off"
The Singles 1999–2006;2007-03-26;1;Bigger Stronger;No;"I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less

I wanna be bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less
I think I want to change my altitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around my faster car
I will settle for nothing less
I will settle for nothing less

I think I need to change my attitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

Bigger and better
Bigger and better
Bigger and better
Bigger and better
Bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go"
The Singles 1999–2006;2007-03-26;2;Don’t Panic (Blue Room Version);No;"Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

We live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world
Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world


And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world

Oh, all that I know
There's nothing here to run from
'Cause yeah, everybody here's got somebody to lean on"
The Singles 1999–2006;2007-03-26;3;See You Soon;No;"So you lost your trust
And you never should have
And you never should have
But don't break your back
If you ever see this
But don't answer that

In a bulletproof vest
With the windows all closed
I'll be doing my best
I'll see you soon
In a telescope lens
And when all you want is friends
I'll see you soon
So they came for you
They came snapping at your heels
They come snapping at your heels
But don't break your back
If you ever hear this
But don't answer that

In a bulletproof vest
With the windows all closed
I'll be doing my best
I'll see you soon
In a telescope lens
And when all you want is friends
I'll see you soon
I'll see you soon

I know, you lost your trust
I know, you lost your trust
I Know, don't lose your trust
I know, you lost your trust"
