Album Name;Release Date;Track Number;Track Name;Track Instrumental;Track Lyrics
Life in Technicolor II - Single;2009-01-30;1;Life in Technicolor II;No;"There's a wild wind blowing down the corner of my street
Every night there, the headlights are glowing
There's a cold war coming on the radio, I heard
Baby, it's a violent world

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming, I can hear the siren sound
Now my feet won't touch the ground
Time came a-creeping and time's a loaded gun
Every road is a ray of light
It goes on, time only can lead you on
Still it's such a beautiful night

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming like a serenade of sound
Now my feet won't touch the ground

Gravity, release me and don't ever hold me down
Now my feet won't touch the ground"
Life in Technicolor II - Single;2009-01-30;2;Life In Technicolor ii (Live at The O2, London);No;"There's a wild wind blowing down the corner of my street
Every night there, the headlights are glowing
There's a cold war coming on the radio, I heard
Baby, it's a violent world

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming, I can hear the siren sound
Now my feet won't touch the ground
Time came a-creeping and time's a loaded gun
Every road is a ray of light
It goes on, time only can lead you on
Still it's such a beautiful night

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming like a serenade of sound
Now my feet won't touch the ground

Gravity, release me and don't ever hold me down
Now my feet won't touch the ground"
Life in Technicolor II - Single;2009-01-30;3;The Goldrush;No;"I went digging for gold
I went down to the valley
Over by the mountain
Where the prospector had been told
I'm marching through the cold
We're marching through the cold
I went digging for gold
I went down with my brother
A bucket and a shovel
And a book about the color of coal
I'm marching through the cold
We're marching through the cold
There's a tiny little crackle on the telephone line
Saying ""what's the use of metal if the metal don't shine?""
She said ""Bring me back a ring because I really want one""
Now I've been digging so long that I never seen the sun

I went digging for gold
I went down to the valley
Over by the mountain
Where the prospector had been told
I'm marching through the cold
We're marching through the cold

There's a tiny little crackle on the telephone line
Saying ""what's the use of metal if the metal don't shine?""
She said ""Bring me back a ring cause I really want one""
Now I've been digging so long that I never seen the sun 
(Again, last time)
Now I've been digging so long that I never seen the sun"
Strawberry Swing - Single;2009-01-01;1;Strawberry Swing (Radio Edit);No;
Strawberry Swing - Single;2009-01-01;2;Strawberry Swing;No;"They were sitting
They were sitting on the strawberry swing
Every moment was so precious
They were sitting
They were talking on the strawberry swing
Everybody was for fighting
Wouldn't wanna waste a thing

Cold, cold water, bring me 'round
Now my feet won't touch the ground
Cold, cold water, what you say?
When it's such, it's such a perfect day
It's such a perfect day
I remember
We were walking up to strawberry swing
I can't wait 'til the morning
Wouldn't wanna change a thing

People moving all the time inside a perfectly straight line
Don't you wanna just curve away?
When it's such, it's such a perfect day
It's such a perfect day

Now the sky could be blue, I don't mind
Without you, it's a waste of time
Could be blue, I don't mind
Without you, it's a waste of time
Well, the sky could be blue, could be grey
Without you, I'm just miles away
Well, the sky could be blue, I don't mind
Without you, it's a waste of time"
Strawberry Swing - Single;2009-01-01;3;Strawberry Swing (Instrumental);Yes;
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;1;Life in Technicolor;Yes;
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;2;Cemeteries of London;No;"At night they would go walking 'til the breaking of the day
The morning is for sleeping
Through the dark streets they go searching to see God in their own way
Save the nighttime for your weeping
Your weeping

Singing la-la-la-la-la-la-lay
And the night over London lay
So we rode down to the river where Victorian ghosts pray
For their curses to be broken
We go wander 'neath the arches where the witches are and they say
""There are ghost towns in the ocean""
The ocean

Singing la-la-la-la-la-la-lay
And the night over London lay


God is in the houses and God is in my head
And all the cemeteries of London
I see God come in my garden but I don’t know what he said
For my heart it wasn’t open
Not open

Singing la-la-la-la-la-la-lay
And the night over London lay
Singing la-la-la-la-la-la-lay
There’s no light over London today"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;3;Lost!;No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across

Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserved
No better and no worse
I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Oh and I'm just waiting till the shine wears off

You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come a bigger one

And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh and I'm just waiting till the firing stopped
Oh and I'm just waiting till the shine wears off

Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;4;42;No;"Those who are dead are not dead
They're just living in my head
And since I fell for that spell
I am living there as well, oh

Time is so short
And I'm sure
There must be something more
Those who are dead are not dead
They're just living in my head, oh
And since I fell for that spell
I am living there as well, oh

Time is so short
And I'm sure
There must be something more


You thought you might be a ghost
You thought you might be a ghost
You didn't get to heaven, but you made it close
You didn't get to heaven, but you made it close
You thought you might be a ghost
You thought you might be a ghost
You didn’t get to heaven, but you made it close
You didn’t get to heaven, but you oh-oh-ooh, oh-oh-ooh
Oh, oh

Those who are dead are not dead
They're just living in my head
Oooh"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;5;Lovers in Japan / Reign of Love;No;"Lovers, keep on the road you're on
Runners until the race is run
Soldiers, you've got to soldier on
Sometimes even the right is wrong

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day we're gonna get out
Tonight maybe we're gonna run
Dreaming of the Osaka sun
Oh, oh, dreaming of when the morning comes

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day the sun will come out


One, two, three!

Reign of love, I can't let go
To the sea I offer this heavy load
Locust wind, lift me up
I'm just a prisoner in a reign of love
Locust wind, here I stop
How I wish I'd spoken up to a reign of love"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;6;Yes;No;"When it started we had high hopes
Now my back's on the line, my back's on the ropes
When it started we were alright
But night makes a fool of us in the daylight

There we were dying of frustration
Saying, ""Lord lead me not into temptation""
But it’s not easy when she turns you on
Sin, stay gone
If you’d only, if you’d only say yes
Whether you will's anybody’s guess
God, only God knows I'm trying my best
But I’m just so tired of this loneliness

Hey!

So up they picked me by the big toe
I was held from the rooftop then they let go
Dizzily screaming ""Let the windows down!""
As I crumble to the ground

If you'd only if you'd only say yes
Whether you will's anybody's guess
God, only God knows she won't let me rest
But I'm just so tired of this loneliness

I've become so tired of this loneliness"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;7;Chinese Sleep Chant;No;"Fall asleep, fall asleep
Sleep and you'll be satisfied
Sleep and you'll be satisfied
Fall asleep, fall asleep
Sleep and you'll be satisfied
Sleep and you'll be satisfied

Sleep, sleep
Sleep and you'll be
Sleep, sleep, sleep and you'll be satisfied
Sleep and you'll be satisfied
Fall asleep, fall asleep
Sleep and you'll be crucified
Sleep and you'll be crucified
Fall asleep, fall asleep
Sleep and you'll be satisfied
Sleep and you'll be satisfied

Sleep, sleep
Sleep and you'll be
Sleep, sleep, sleep and you'll be satisfied
Sleep and you'll be satisfied"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;8;Viva la Vida;No;"I used to rule the world
Seas would rise when I gave the word
Now in the morning, I sleep alone
Sweep the streets I used to own


I used to roll the dice
Feel the fear in my enemies' eyes
Listen as the crowd would sing
""Now the old king is dead, long live the king""
One minute, I held the key
Next, the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand
I hear Jerusalem bells a-ringin'
Roman cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
Once you'd gone, there was never
Never an honest word
And that was when I ruled the world


It was the wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become
And revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string (Mmm, mmm)
Aw, who would ever wanna be king?

I hear Jerusalem bells a-ringin'
Roman cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;9;Violet Hill;No;"It was a long and dark December, from the rooftops I remember
There was snow, white snow
Clearly I remember from the windows they were watching
While we froze down below
When the future's architectured by a carnival of idiots on show
You'd better lie low

If you love me
Won't you let me know?
Was a long and dark December when the banks became cathedrals
And a fox became God
Priests clutched onto Bibles hollowed out to fit their rifles
And a cross was held aloft
Bury me in armor when I'm dead and hit the ground
My nerves are poles that unfroze

If you love me
Won't you let me know?


I don't want to be a soldier
Who the captain of some sinking ship would stow
Far below

So if you love me
Why'd you let me go?

I took my love down to Violet Hill
There we sat in snow
All that time she was silent still
So if you love me, won't you let me know?
If you love me, won't you let me know?"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;10;Strawberry Swing;No;"They were sitting
They were sitting on the strawberry swing
Every moment was so precious
They were sitting
They were talking on the strawberry swing
Everybody was for fighting
Wouldn't wanna waste a thing

Cold, cold water, bring me 'round
Now my feet won't touch the ground
Cold, cold water, what you say?
When it's such, it's such a perfect day
It's such a perfect day
I remember
We were walking up to strawberry swing
I can't wait 'til the morning
Wouldn't wanna change a thing

People moving all the time inside a perfectly straight line
Don't you wanna just curve away?
When it's such, it's such a perfect day
It's such a perfect day

Now the sky could be blue, I don't mind
Without you, it's a waste of time
Could be blue, I don't mind
Without you, it's a waste of time
Well, the sky could be blue, could be grey
Without you, I'm just miles away
Well, the sky could be blue, I don't mind
Without you, it's a waste of time"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;11;Death and All His Friends;No;"All winter, we got carried
Away over on the rooftops, let's get married
All summer, we just hurried
So come over, just be patient and don't worry
So come over, just be patient and don't worry
So come over, just be patient and don't worry
And don't worry

No, I don't want a battle from beginning to end
I don't want a cycle of recycled revenge
I don't wanna follow Death and all of his friends
No, I don't want a battle from beginning to end
I don't want a cycle of recycled revenge
I don't wanna follow Death and all of his friends"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;12;The Escapist;No;"And in the end, we lie awake
And we dream of making our escape
And in the end, we lie awake
And we dream of making our escape
Oooh..."
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;13;Life in Technicolor II;No;"There's a wild wind blowing down the corner of my street
Every night there, the headlights are glowing
There's a cold war coming on the radio, I heard
Baby, it's a violent world

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming, I can hear the siren sound
Now my feet won't touch the ground
Time came a-creeping and time's a loaded gun
Every road is a ray of light
It goes on, time only can lead you on
Still it's such a beautiful night

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming like a serenade of sound
Now my feet won't touch the ground

Gravity, release me and don't ever hold me down
Now my feet won't touch the ground"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;14;Postcards from Far Away;Yes;
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;15;Glass of Water;No;"Scared of losing all the time
He wrote it in a letter
He was a friend of mine
He heard you could see your future
Inside a glass of water
The ripples and the lines
And he asked
""Will I see heaven in mine?""
That is just the way it was
Nothing could be better
And nothing ever was
Oh, they say you can see your future
Inside a glass of water
The riddles and the rhymes
Will I see heaven in mine?
Oh, oh, oh
Son, don't ask
Neither half full nor empty
Is your glass
Cling to the mast
Spend your whole life living
In the past
Going nowhere fast

So he wrote it on a wall
The hollowest of halos
Is no halo at all
Television selling plastic
Figurines of leaders
Saying nothing at all
And you chime, Stars in heaven align
Oh, oh, oh

Son, don't ask
Neither half full nor empty
Is your glass
Cling to the mast
Spend your whole life living
In the past
Going nowhere fast"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;16;Rainy Day;No;"Then there was rain
The sky wore a veil of gold and green
Night was the bride of a lonely day
Time just floated
Then there was rain
The sound foundations are crumbling
To the ground comes a pyramid tumbling
Time just floated away
We can watch it and stay and we can listen
Oh, rainy day, come round
Sometimes I just want it to slow down
And we're separated now
I'm down
But I love it when you come over to the house
I love it when you come over to my house

Then there was rain
And I spent the night with the Queen of Spain
My lonely little heart, well it broke again
Time so vicious
Singing, the deeper that the knife goes in the more you win
You end up with less than when you begin
The deeper that the knife goes in
Oh

Oh, rainy day, come round
Sometimes I just want it to slow down
And we're separated now
I'm down
But I love it when you come over to the house
I love it when you come over to my house"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;17;Prospekt’s March / Poppyfields;No;"Smoke is rising from the houses
People burying their dead
I ask somebody what the time is
But time doesn't matter to them yet
People talking without speaking
Trying to take what they can get
I ask you if you remember
Prospekt, how could I forget?
Drums, here it comes
Don't you wish that life could be as simple
As fish swimming round in a barrel?
When you've got the gun
Oh when I run, here it comes
We're just two little figures in a soup bowl
Trying to get behind a kind of control
But I wasn't one
Now here I lie on my own in a separate sky
And here I lie on my own in a separate sky
I don't wanna die on my own here tonight
But here I lie on my own in a separate sky"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;18;Lost+ (Remix);No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn’t mean I didn’t get what I deserved
No better and no worse

I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Oh and I'm just waiting 'til the shine wears off
You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come
A bigger one

And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh and I'm just waiting 'til the firing stopped
Oh and I'm just waiting 'til the shine wears off
(Geah, just waiting 'til the—
Yeah, uh-huh, I gotchu, uh, yeah)

With the same sword they knight you
They gon' good-night you with
Shit, that's only half if they like you
That ain't even the half what they might do
Don't believe me, ask Michael
See Martin, see Malcolm
See Biggie, see Pac, see success and its outcome
See Jesus, see Judas
See Caesar, see Brutus, see success is like suicide
Suicide, it's a suicide
If you succeed, prepare to be crucified (uh)
Media meddles, niggas sue you, you settle
Every step you take, they remind you you're ghetto
So it's tough being Bobby Brown
To be Bobby then, you have to be Bobby now
And the question is, is to have had and lost
Better than not having at all? Because I'm—"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;19;Lovers in Japan (Osaka Sun Mix);No;"Lovers, keep on the road you're on
Runners, until the race is run
Soldiers, you've got to soldier on
Sometimes even right is wrong

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, we are gonna get out
Ooo, ooooo

Tonight maybe we're gonna run
Dreaming of the Osaka sun
Ohh ohh...
Dreaming of when the morning comes

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day the sun will come out"
Viva la Vida or Death and All His Friends (Prospekt’s March Edition);2008-11-21;20;Now My Feet Won’t Touch the Ground;No;"Let me go, boys, let me go
Push my boat from the highest cliff to the sea below
Rocks are waiting, boys, if rocks await
Swoop down from the sky and catch me like a bird of prey

Now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground

Singing, now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground
Now my feet won't touch the ground"
Prospekt’s March - EP;2008-11-21;1;Life in Technicolor II;No;"There's a wild wind blowing down the corner of my street
Every night there, the headlights are glowing
There's a cold war coming on the radio, I heard
Baby, it's a violent world

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming, I can hear the siren sound
Now my feet won't touch the ground
Time came a-creeping and time's a loaded gun
Every road is a ray of light
It goes on, time only can lead you on
Still it's such a beautiful night

Love, don't let me go
Won't you take me where the street lights glow?
I can hear it coming like a serenade of sound
Now my feet won't touch the ground

Gravity, release me and don't ever hold me down
Now my feet won't touch the ground"
Prospekt’s March - EP;2008-11-21;2;Postcards from Far Away;Yes;
Prospekt’s March - EP;2008-11-21;3;Glass of Water;No;"Scared of losing all the time
He wrote it in a letter
He was a friend of mine
He heard you could see your future
Inside a glass of water
The ripples and the lines
And he asked
""Will I see heaven in mine?""
That is just the way it was
Nothing could be better
And nothing ever was
Oh, they say you can see your future
Inside a glass of water
The riddles and the rhymes
Will I see heaven in mine?
Oh, oh, oh
Son, don't ask
Neither half full nor empty
Is your glass
Cling to the mast
Spend your whole life living
In the past
Going nowhere fast

So he wrote it on a wall
The hollowest of halos
Is no halo at all
Television selling plastic
Figurines of leaders
Saying nothing at all
And you chime, Stars in heaven align
Oh, oh, oh

Son, don't ask
Neither half full nor empty
Is your glass
Cling to the mast
Spend your whole life living
In the past
Going nowhere fast"
Prospekt’s March - EP;2008-11-21;4;Rainy Day;No;"Then there was rain
The sky wore a veil of gold and green
Night was the bride of a lonely day
Time just floated
Then there was rain
The sound foundations are crumbling
To the ground comes a pyramid tumbling
Time just floated away
We can watch it and stay and we can listen
Oh, rainy day, come round
Sometimes I just want it to slow down
And we're separated now
I'm down
But I love it when you come over to the house
I love it when you come over to my house

Then there was rain
And I spent the night with the Queen of Spain
My lonely little heart, well it broke again
Time so vicious
Singing, the deeper that the knife goes in the more you win
You end up with less than when you begin
The deeper that the knife goes in
Oh

Oh, rainy day, come round
Sometimes I just want it to slow down
And we're separated now
I'm down
But I love it when you come over to the house
I love it when you come over to my house"
Prospekt’s March - EP;2008-11-21;5;Prospekt’s March / Poppyfields;No;"Smoke is rising from the houses
People burying their dead
I ask somebody what the time is
But time doesn't matter to them yet
People talking without speaking
Trying to take what they can get
I ask you if you remember
Prospekt, how could I forget?
Drums, here it comes
Don't you wish that life could be as simple
As fish swimming round in a barrel?
When you've got the gun
Oh when I run, here it comes
We're just two little figures in a soup bowl
Trying to get behind a kind of control
But I wasn't one
Now here I lie on my own in a separate sky
And here I lie on my own in a separate sky
I don't wanna die on my own here tonight
But here I lie on my own in a separate sky"
Prospekt’s March - EP;2008-11-21;6;Lost+ (Remix);No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn’t mean I didn’t get what I deserved
No better and no worse

I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Oh and I'm just waiting 'til the shine wears off
You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come
A bigger one

And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh and I'm just waiting 'til the firing stopped
Oh and I'm just waiting 'til the shine wears off
(Geah, just waiting 'til the—
Yeah, uh-huh, I gotchu, uh, yeah)

With the same sword they knight you
They gon' good-night you with
Shit, that's only half if they like you
That ain't even the half what they might do
Don't believe me, ask Michael
See Martin, see Malcolm
See Biggie, see Pac, see success and its outcome
See Jesus, see Judas
See Caesar, see Brutus, see success is like suicide
Suicide, it's a suicide
If you succeed, prepare to be crucified (uh)
Media meddles, niggas sue you, you settle
Every step you take, they remind you you're ghetto
So it's tough being Bobby Brown
To be Bobby then, you have to be Bobby now
And the question is, is to have had and lost
Better than not having at all? Because I'm—"
Prospekt’s March - EP;2008-11-21;7;Lovers in Japan (Osaka Sun Mix);No;"Lovers, keep on the road you're on
Runners, until the race is run
Soldiers, you've got to soldier on
Sometimes even right is wrong

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, we are gonna get out
Ooo, ooooo

Tonight maybe we're gonna run
Dreaming of the Osaka sun
Ohh ohh...
Dreaming of when the morning comes

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day the sun will come out"
Prospekt’s March - EP;2008-11-21;8;Now My Feet Won’t Touch the Ground;No;"Let me go, boys, let me go
Push my boat from the highest cliff to the sea below
Rocks are waiting, boys, if rocks await
Swoop down from the sky and catch me like a bird of prey

Now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground

Singing, now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground
Now my feet won't touch the ground"
Lost! - Single;2008-11-10;1;Lost!;No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across

Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserved
No better and no worse
I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Oh and I'm just waiting till the shine wears off

You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come a bigger one

And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh and I'm just waiting till the firing stopped
Oh and I'm just waiting till the shine wears off

Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off"
Lost! - Single;2008-11-10;2;Lost? (Acoustic Version);No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserve
No better or no worse

I just got lost
Every river that I've tried to cross
Every door I ever tried was locked
Oh, and I'm just waiting 'til the shine wears off
You might be a big fish
In a little pond
Doesn't mean you've won, 'cause along may come
A bigger one

And you'll be lost
Every river that you try to cross
Every gun you ever held went off
Oh, and I'm just waiting 'til the firing stopped
Oh, and I'm just waiting 'til the shine wears off


Oh, and I'm just waiting 'til the shine wears off
Oh, and I'm just waiting 'til the shine wears off"
Lost! - Single;2008-11-10;3;Lost@ - Live at the United Center, Chicago, IL;No;"Okay!
Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserve
No better or no worse
I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Oh, and I'm just waiting 'til the shine wears off

You might be a big fish
In a little pond
Doesn't mean you've won, 'cause along may come
A bigger one

You'll be lost
Every river that you try to cross
Every gun you ever held went off
Oh, and I'm just waiting 'til the firing stops
Oh, and I'm, oh, just waiting 'til the shine wears off (Woo!)


Oh, and I'm just waiting 'til the shine wears off (Oh-oh-oh-oh-oh)
Oh, and I'm just waiting 'til the shine wears off (Oh-oh-oh-oh-oh)
Oh-oh-oh-oh-oh
Oh-oh-oh
Just because I'm losing doesn't mean I'm lost"
Lost! - Single;2008-11-10;4;Lost+ (Remix);No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn’t mean I didn’t get what I deserved
No better and no worse

I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Oh and I'm just waiting 'til the shine wears off
You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come
A bigger one

And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh and I'm just waiting 'til the firing stopped
Oh and I'm just waiting 'til the shine wears off
(Geah, just waiting 'til the—
Yeah, uh-huh, I gotchu, uh, yeah)

With the same sword they knight you
They gon' good-night you with
Shit, that's only half if they like you
That ain't even the half what they might do
Don't believe me, ask Michael
See Martin, see Malcolm
See Biggie, see Pac, see success and its outcome
See Jesus, see Judas
See Caesar, see Brutus, see success is like suicide
Suicide, it's a suicide
If you succeed, prepare to be crucified (uh)
Media meddles, niggas sue you, you settle
Every step you take, they remind you you're ghetto
So it's tough being Bobby Brown
To be Bobby then, you have to be Bobby now
And the question is, is to have had and lost
Better than not having at all? Because I'm—"
Viva la Vida or Death and All His Friends;2008-06-12;1;Life in Technicolor;Yes;
Viva la Vida or Death and All His Friends;2008-06-12;2;Cemeteries of London;No;"At night they would go walking 'til the breaking of the day
The morning is for sleeping
Through the dark streets they go searching to see God in their own way
Save the nighttime for your weeping
Your weeping

Singing la-la-la-la-la-la-lay
And the night over London lay
So we rode down to the river where Victorian ghosts pray
For their curses to be broken
We go wander 'neath the arches where the witches are and they say
""There are ghost towns in the ocean""
The ocean

Singing la-la-la-la-la-la-lay
And the night over London lay


God is in the houses and God is in my head
And all the cemeteries of London
I see God come in my garden but I don’t know what he said
For my heart it wasn’t open
Not open

Singing la-la-la-la-la-la-lay
And the night over London lay
Singing la-la-la-la-la-la-lay
There’s no light over London today"
Viva la Vida or Death and All His Friends;2008-06-12;3;Lost!;No;"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across

Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserved
No better and no worse
I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Oh and I'm just waiting till the shine wears off

You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come a bigger one

And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh and I'm just waiting till the firing stopped
Oh and I'm just waiting till the shine wears off

Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off
Oh and I'm just waiting till the shine wears off"
Viva la Vida or Death and All His Friends;2008-06-12;4;42;No;"Those who are dead are not dead
They're just living in my head
And since I fell for that spell
I am living there as well, oh

Time is so short
And I'm sure
There must be something more
Those who are dead are not dead
They're just living in my head, oh
And since I fell for that spell
I am living there as well, oh

Time is so short
And I'm sure
There must be something more


You thought you might be a ghost
You thought you might be a ghost
You didn't get to heaven, but you made it close
You didn't get to heaven, but you made it close
You thought you might be a ghost
You thought you might be a ghost
You didn’t get to heaven, but you made it close
You didn’t get to heaven, but you oh-oh-ooh, oh-oh-ooh
Oh, oh

Those who are dead are not dead
They're just living in my head
Oooh"
Viva la Vida or Death and All His Friends;2008-06-12;5;Lovers in Japan / Reign of Love;No;"Lovers, keep on the road you're on
Runners until the race is run
Soldiers, you've got to soldier on
Sometimes even the right is wrong

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day we're gonna get out
Tonight maybe we're gonna run
Dreaming of the Osaka sun
Oh, oh, dreaming of when the morning comes

They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day the sun will come out


One, two, three!

Reign of love, I can't let go
To the sea I offer this heavy load
Locust wind, lift me up
I'm just a prisoner in a reign of love
Locust wind, here I stop
How I wish I'd spoken up to a reign of love"
Viva la Vida or Death and All His Friends;2008-06-12;6;Yes;No;"When it started we had high hopes
Now my back's on the line, my back's on the ropes
When it started we were alright
But night makes a fool of us in the daylight

There we were dying of frustration
Saying, ""Lord lead me not into temptation""
But it’s not easy when she turns you on
Sin, stay gone
If you’d only, if you’d only say yes
Whether you will's anybody’s guess
God, only God knows I'm trying my best
But I’m just so tired of this loneliness

Hey!

So up they picked me by the big toe
I was held from the rooftop then they let go
Dizzily screaming ""Let the windows down!""
As I crumble to the ground

If you'd only if you'd only say yes
Whether you will's anybody's guess
God, only God knows she won't let me rest
But I'm just so tired of this loneliness

I've become so tired of this loneliness"
Viva la Vida or Death and All His Friends;2008-06-12;7;Chinese Sleep Chant;No;"Fall asleep, fall asleep
Sleep and you'll be satisfied
Sleep and you'll be satisfied
Fall asleep, fall asleep
Sleep and you'll be satisfied
Sleep and you'll be satisfied

Sleep, sleep
Sleep and you'll be
Sleep, sleep, sleep and you'll be satisfied
Sleep and you'll be satisfied
Fall asleep, fall asleep
Sleep and you'll be crucified
Sleep and you'll be crucified
Fall asleep, fall asleep
Sleep and you'll be satisfied
Sleep and you'll be satisfied

Sleep, sleep
Sleep and you'll be
Sleep, sleep, sleep and you'll be satisfied
Sleep and you'll be satisfied"
